rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
93,Richmond,A10,22-12,108.43909027633319,70,100.22469485007778,131,0.7121606995299308,93,22.346258474190616,12.653741525809384,10,8,10-8,0.6093353695493116,0.5807358054970148,0.6089743713320382,0.6154592785617542,0.5807358054970148,0.6089743713320382,0.8047162299637279,0.8206557236219001,104.01696192377409,99.75654917143166,104.3788148182329,99.82193230087051,107.43981707947735,101.18955987593,112.53374673641267,106.24868657735792,0.6594654666350768,4,0.0664464459867079,1263.0,1239.0,1214.5624999999998,1.0398806154479496,1.0201204137292237,0,0.5555555555555556,-1.9743135436494532,78,52,66.72913169895462
94,Cincinnati,Amer,18-15,104.42065691824058,133,96.75022542754918,71,0.706281251038649,94,18,15,7,11,7-11,0.5693742922550387,0.3886995769548178,0.6826095232590312,0.5693742922550387,0.3886995769548178,0.6826095232590312,0.770916578014171,0.8639487128939318,103.91533581365475,99.17486959029878,103.91533581365475,99.17486959029878,104.98223528150508,98.15821526864805,113.87744573238285,103.67520770014828,0.7463781442300924,9,-0.03562366508369619,1239.0,1264.0,1250.4375,0.9908532013795172,1.0108462038286599,0,0.3888888888888889,-4.5371128780405625,122,251,67.45416873191527
95,St. Bonaventure,A10,20-9,106.53871534717896,90,98.71721920693948,107,0.7061719644334041,95,20,9,12,5,12-5,0.5914334730020767,0.5531993783884722,0.6035267853781554,0.5914334730020767,0.5531993783884722,0.6035267853781554,0.7976631247090671,0.8027583504793565,103.69598295009442,99.68679766439172,103.69598295009442,99.68679766439172,107.6788615395553,97.99927273275544,113.53948697119961,114.50010580875362,0.4757968605860737,6,0.10748448910955266,1191.0,1112.0,1132.2125,1.0519226735263918,0.9821477858617529,0,0.7058823529411765,-0.2861494697428636,60,11,65.45246957414676
96,Bradley,MVC,17-14,103.38093298058803,154,95.95492625440477,54,0.7020821801797121,96,17,14,11,7,11-7,0.521349348483929,0.4303604757284614,0.5638013269869487,0.521349348483929,0.4303604757284614,0.5638013269869487,0.8341804199122584,0.869072137711012,103.41174389114492,101.85250345465839,103.41174389114492,101.85250345465839,106.43033419288432,95.26350741487535,89.68283086861427,90.5899972641828,0.471096944792398,4,-0.0868665441155575,1269.0,1162.0,1202.95,1.054906687726007,0.9659586848996218,0,0.6111111111111112,-6.175342851093187,149,330,67.20199432542428
97,Northern Iowa,MVC,19-11,109.39644534480328,54,101.63052340726601,158,0.6998947077705141,97,19,11,14,4,14-4,0.5626834117999643,0.5440343937343981,0.5640415794071297,0.5626834117999643,0.5440343937343981,0.5640415794071297,0.8157550540485219,0.8125136592902006,103.97315289767029,100.44092124033112,103.97315289767029,100.44092124033112,113.7744958784181,103.37873317474221,101.1722512851308,107.53713762899277,0.33144984581025305,3,0.03306985097584736,1395.0,1297.0,1244.0500000000002,1.1213375668180539,1.0425625979663196,0,0.7777777777777778,-2.6774933427676966,91,102,67.18078716435109
98,Mississippi,SEC,13-19,106.37913498898465,96,98.91102670864622,112,0.6978478537187838,98,13,19,4,14,4-14,0.6711005094979703,0.5136000410312926,0.7911733116984633,0.6711005094979703,0.5136000410312926,0.7911733116984633,0.726016497123838,0.8520014043423387,106.11904503332701,98.32278976429771,106.11904503332701,98.32278976429771,109.06481164906239,101.57238334931671,117.40788057518127,105.12372861631573,0.7809026047508039,12,-0.08616750863207073,1208.0,1308.0,1202.1000000000001,1.0049080775309873,1.0880958322934862,0,0.2222222222222222,-6.831879383046421,165,328,65.22419251426726
99,Iona,MAAC,25-7,106.45910842694502,92,98.98709487014726,113,0.6978059850955832,99,25,7,17,3,17-3,0.4547495164361202,0.6099989079395827,0.3740210460743154,0.4547495164361202,0.6099989079395827,0.3740210460743154,0.876095821470604,0.7812602473433266,101.08290866794233,102.3574720121822,101.08290866794233,102.3574720121822,106.42704812861935,98.55682973881578,125.89867662567032,111.32919433598505,0.8044492398772259,3,0.07825701179717881,1505.0,1332.0,1402.5375,1.0730550876536278,0.94970722707949,0,0.85,-0.8324904621056097,64,32,69.13830459528539
100,UCF,Amer,18-12,106.05695057104845,100,98.860447560278,111,0.6916981486857741,100,18,12,9,9,9-9,0.605963893262958,0.4707803610183571,0.6794668063690141,0.605963893262958,0.4707803610183571,0.6794668063690141,0.7517112223532032,0.8092528662328805,103.9333583540119,98.47643510830692,103.9333583540119,98.47643510830692,104.56488243184383,97.48013306625809,114.01635405979322,104.04667582040335,0.7412117791127952,10,0.06290558335951413,1210.0,1245.0,1232.075,0.9820830712416045,1.0104904328064443,0,0.5,-1.7088852596410775,76,58,67.27003681053264
101,Louisiana Tech,CUSA,24-10,104.79790200184023,125,97.82871363030912,89,0.6881274951700272,101,24,10,12,6,12-6,0.46080329072916143,0.3889331703235381,0.46772505049242075,0.46080329072916143,0.3889331703235381,0.46772505049242075,0.8486670200994884,0.8474829056815647,102.9470461562917,102.50916622453317,102.9470461562917,102.50916622453317,105.49509176150741,99.0649581339802,107.5663599549651,99.23636425749248,0.7164539686404102,6,0.04003774242413949,1339.0,1224.0,1247.4,1.0734327400994066,0.9812409812409811,0,0.6666666666666666,-2.2920567614558864,84,89,68.25666246459139
102,Middle Tennessee,CUSA,23-10,104.94737228096982,120,98.07980792429746,95,0.6853117082763572,102,23,10,13,5,13-5,0.4552933971329248,0.4135688008121869,0.46174057884670994,0.4552933971329248,0.4135688008121869,0.46174057884670994,0.8607751357839815,0.8619927220982232,102.41179916427286,103.02464937570683,102.41179916427286,103.02464937570683,105.54064887472549,98.20637127661064,113.62762714687534,108.47463531383357,0.6303499729250929,3,0.022875002557982804,1290.0,1186.0,1207.35,1.0684557087836999,0.9823166438895101,0,0.7222222222222222,-2.9589694702326876,94,122,67.5131277372435
103,DePaul,BE,15-16,106.32426728485609,98,99.70742954938589,125,0.6767582449894295,103,15,16,6,14,6-14,0.651576464718642,0.3810177734408244,0.7768096084628973,0.651576464718642,0.3810177734408244,0.7768096084628973,0.7403858379688869,0.9144171446589594,105.73198976250873,98.87044239615618,105.73198976250873,98.87044239615618,105.93203151974937,99.09721267079549,107.96208351903628,101.19607397247874,0.6779313798597433,11,-0.0026564420832680957,1383.0,1471.0,1386.85,0.9972239247214912,1.0606770739445506,0,0.3,-4.597998845307495,123,184,68.59841341587433
104,South Carolina,SEC,18-13,100.3195013025435,222,94.44473618584976,38,0.6668495599528916,104,18,13,9,9,9-9,0.6700300040817141,0.4742419211957749,0.7932382360730288,0.6700300040817141,0.4742419211957749,0.7932382360730288,0.7184805445544804,0.8790184365878394,107.41152979999075,98.37023968665994,107.41152979999075,98.37023968665994,102.7527374730045,95.79509177806223,104.9713014331565,100.34279827972068,0.6268177434705695,11,0.123051255507656,1245.0,1312.0,1289.5875,0.9654249905493035,1.017379588434286,0,0.5,-0.905020593963818,65,8,70.46047814712686
105,Washington,P12,17-15,104.48185534705837,129,98.37561106471946,100,0.6665307921016014,105,17,15,11,9,11-9,0.645972089956365,0.4850384695045058,0.7199932875404519,0.645972089956365,0.4850384695045058,0.7199932875404519,0.7634653354855692,0.8942407333335056,105.89501017996447,99.24052490527532,105.89501017996447,99.24052490527532,106.99405813439247,99.08495335383965,104.95254750880297,106.36979598374212,0.4615129174730017,7,0.029589959531831855,1420.0,1467.0,1400.1875,1.0141498906396464,1.0477168236396912,0,0.55,-4.133534367895609,114,110,69.4089381801331
106,Florida St.,ACC,17-14,104.90331784992958,122,99.11024469265791,116,0.6577476008264584,106,17,14,10,10,10-10,0.6785049183469749,0.5302502055200371,0.7462178218097156,0.6785049183469749,0.5302502055200371,0.7462178218097156,0.7287594977984446,0.8105696187920556,109.06128162880816,100.57760632568781,109.06128162880816,100.57760632568781,105.10951016990654,99.8112097653661,108.65718310465844,102.23044928008748,0.6684393285188761,10,0.09808851057614965,1377.0,1464.0,1361.475,1.0114030738720874,1.0753043574064893,0,0.5,-2.150870083581095,80,17,67.69447784549969
107,Temple,Amer,17-12,101.60213707903249,192,96.11757427719422,60,0.654337982844344,107,17,12,10,7,10-7,0.6123614099443097,0.49494286113362196,0.6785220084484896,0.6123614099443097,0.49494286113362196,0.6785220084484896,0.7669350977132553,0.8455269962979959,104.26760970774957,99.07139751873898,104.26760970774957,99.07139751873898,102.16935227635365,94.67313572239736,119.47283390678412,114.50909765737549,0.6196350517846624,7,0.07736778629279017,1113.0,1131.0,1150.125,0.9677208999021846,0.9833713726768829,0,0.5882352941176471,-2.3779659259221506,87,36,66.12546198094385
108,Minnesota,B10,13-17,106.4030650302546,95,100.9372938751282,142,0.6471309138287176,108,13,17,4,16,4-16,0.7107604745470113,0.45703233241696467,0.8248649880853842,0.7107604745470113,0.45703233241696467,0.8248649880853842,0.7012168853583909,0.8804036994930143,108.01021233568905,98.21378955700659,108.01021233568905,98.21378955700659,107.50285284172881,103.90058425875525,114.3194628023824,106.73090276684817,0.6878077314020589,13,0.030596199483569897,1309.0,1462.0,1299.5375000000001,1.0072814366649672,1.1250156305608725,0,0.2,-4.4616932636675095,120,108,64.94423120600257
109,Princeton,Ivy,23-5,110.85343615898594,35,105.26634433682582,240,0.6444484528854564,109,23.600047924880602,5.3999520751193995,12,2,12-2,0.36244620374689596,0.3452615082435804,0.37143118915191214,0.368814426619013,0.3452615082435804,0.37143118915191214,0.9197739416462895,0.9183260162036682,100.29684126119076,105.37897508188628,100.30054317991697,105.13381914336726,110.85295776355136,104.84163374291286,0,0,0,0,0.08431613157087581,1108.0,963.0,966.4000000000001,1.1465231788079469,0.9964817880794701,0,0.8571428571428571,-1.230711794324138,69,28,66.74022701798783
110,Morehead St.,OVC,23-11,103.0818545588693,160,97.99470899249138,92,0.6415306342807745,110,23,11,13,5,13-5,0.41473555458977607,0.42529640294697935,0.37189825983936625,0.41473555458977607,0.42529640294697935,0.37189825983936625,0.8524737046125502,0.8047406552366794,100.77373402431819,102.68559141880667,100.77373402431819,102.68559141880667,103.04687815050244,98.08172244667216,98.23931610420465,104.09771485196576,0.3393660711418031,6,0.014651900645346383,1269.0,1139.0,1205.5874999999999,1.0525988366667705,0.9447675925637916,0,0.7222222222222222,-3.7086962848470866,109,144,64.52166566188527
111,Nebraska,B10,10-22,106.35723627245176,97,101.18918972094559,148,0.6394168457185315,111,10,22,4,16,4-16,0.701274296143021,0.4727212398575214,0.8248634141834256,0.701274296143021,0.4727212398575214,0.8248634141834256,0.6996570353462845,0.8652757469601937,108.11953591432523,98.50724742401101,108.11953591432523,98.50724742401101,107.5458983258125,102.65433976641808,120.53177411738916,114.82534170666021,0.6359349629002348,14,-0.10010860109952069,1423.0,1619.0,1429.825,0.9952266885807703,1.1323064011330057,0,0.2,-8.785801893857935,201,343,71.26568682334936
112,Stanford,P12,16-16,103.4593410492818,153,98.48019595055014,102,0.6381207817611636,112,16,16,8,12,8-12,0.6925646329285624,0.5509795379045244,0.7490557856095144,0.6925646329285624,0.5509795379045244,0.7490557856095144,0.7023518882223894,0.769508098048745,106.89156318726539,97.58621950615472,106.89156318726539,97.58621950615472,102.41580019255787,97.71998203468593,102.41006438110928,98.21090708287798,0.6180969885354461,11,0.08481422227598001,1275.0,1356.0,1320.85,0.9652875042586214,1.0266116515879926,0,0.4,-2.9481756895321443,93,27,65.82932986311386
113,Liberty,ASun,22-11,105.18119736729815,117,100.26894182318807,132,0.6341421836085851,113,22,11,12,4,12-4,0.37476347785347786,0.39570188141555807,0.36093320892384445,0.37476347785347786,0.39570188141555807,0.36093320892384445,0.9068137530115515,0.8763362545771496,100.80091893292771,104.54310615584663,100.80091893292771,104.54310615584663,109.0714101215563,102.6987639900481,101.70743629132247,93.57433592085084,0.7228131706762393,1,-0.05195633114879694,1234.0,1093.0,1088.8249999999998,1.133331802631277,1.0038344086515283,0,0.75,-6.0501987735265645,145,282,64.92560131471635
114,Hofstra,CAA,21-11,108.78721402106235,63,103.9140273129673,216,0.6287934069832906,114,21,11,13,5,13-5,0.4754593769688052,0.496510108741811,0.4546469985628155,0.4754593769688052,0.496510108741811,0.4546469985628155,0.8426239704504337,0.7771570425863423,103.76304336698861,103.11214240928682,103.76304336698861,103.11214240928682,107.28582305584449,103.56682890887402,127.16053332462832,95.40225108521219,0.964582994459058,2,0.04684701196639851,1377.0,1302.0,1268.8125,1.0852667356287868,1.0261563469779813,0,0.7222222222222222,-3.552052881453525,104,76,68.77790162933381
115,Butler,BE,14-19,102.18398301631038,178,97.64092720547087,83,0.6278488401628041,115,14,19,6,14,6-14,0.6757057612140739,0.4576860167064607,0.7816225124473796,0.6757057612140739,0.4576860167064607,0.7816225124473796,0.6973461217811641,0.7694023575066807,107.56976653976908,97.8893227195545,107.56976653976908,97.8893227195545,103.12282242348144,98.01505459642485,96.29710944495729,97.55397265030943,0.4627874086329984,15,0.015030770313453512,1260.0,1402.0,1319.8500000000004,0.9546539379474938,1.0622419214304653,0,0.3,-5.279075898948751,135,143,63.61676231977066
116,Utah Valley,WAC,20-12,101.84446331595441,187,97.32981863234157,76,0.6274811139310494,116,20,12,10,8,10-8,0.456035581069958,0.4460009349841214,0.47257921740362463,0.456035581069958,0.4460009349841214,0.47257921740362463,0.8624272731935072,0.8396901047859365,101.00629825200049,101.96315861000086,101.00629825200049,101.96315861000086,101.812983325647,98.63258887761457,106.62084850164311,111.06583646383,0.38468562158992275,2,-0.0011871598556630891,1229.0,1187.0,1231.3124999999998,0.9981219227450385,0.9640119790873561,0,0.5555555555555556,-5.157727653411611,133,179,65.62599983453647
117,George Mason,A10,14-16,105.10240304499449,119,100.45322183613538,134,0.6272165664147981,117,14,16,7,9,7-9,0.5563122552364952,0.4932412772543652,0.6131436902923254,0.5563122552364952,0.4932412772543652,0.6131436902923254,0.8228053076479598,0.8309256563104968,103.85598470744391,101.25416494300889,103.85598470744391,101.25416494300889,106.57217809049996,103.18686341786861,106.8066646000372,98.88762068728828,0.708046879770429,3,-0.08347123470994566,1133.0,1141.0,1087.725,1.041623572134501,1.0489783722907906,0,0.4375,-8.01744486009916,186,324,64.82106352307873
118,Nevada,MWC,13-18,106.0608126599131,99,101.6001038212268,157,0.6210795499585686,118,13,18,6,12,6-12,0.6511024365860745,0.5440455094334481,0.710735190432784,0.6511024365860745,0.5440455094334481,0.710735190432784,0.7335414695384783,0.7678931584006506,106.42083626522104,98.4825332575206,106.42083626522104,98.4825332575206,106.80115561690754,102.87536240699042,110.55020608621739,103.63800097136783,0.6775435183853268,12,-0.021333206442201158,1248.0,1309.0,1234.35,1.0110584518167458,1.0604771742212502,0,0.3333333333333333,-6.4331608323251945,158,221,70.21585469869697
119,Stephen F. Austin,WAC,22-9,102.00952592312049,182,97.73320159231261,85,0.6206918882133925,119,22,9,14,4,14-4,0.4217464023962242,0.39269020635061386,0.4308641450513601,0.4217464023962242,0.39269020635061386,0.4308641450513601,0.8752107224240351,0.855845268465884,101.75998303852973,102.73785083746918,101.75998303852973,102.73785083746918,102.01735832091285,96.8433825553216,111.15563653884087,92.8999321625777,0.8872743253181833,1,0.04933436833868832,1326.0,1173.0,1271.075,1.043211454870877,0.9228409023857758,0,0.7777777777777778,-3.085999508971098,96,72,68.75034820502637
120,Utah,P12,11-20,106.67502510516073,88,102.25532311878453,176,0.6193083183208948,120,11,20,4,16,4-16,0.6524621701432456,0.5048778929858357,0.7255508776247709,0.6524621701432456,0.5048778929858357,0.7255508776247709,0.7637005677817,0.8677105173057587,105.171752355017,98.65712122177055,105.171752355017,98.65712122177055,104.99037678885335,103.09858885310067,105.4764280964972,103.58072145311164,0.5519535839848665,7,-0.09428355601876892,1354.0,1483.0,1367.5500000000002,0.9900917699535665,1.0844210449343716,0,0.2,-9.296187288526546,212,338,66.2463894478888
121,Saint Peter's,MAAC,19-11,98.29655543098622,254,94.22671891081383,33,0.6192296671402356,121,19,11,14,6,14-6,0.4060766723275746,0.48427333996086697,0.38175791283825333,0.4060766723275746,0.48427333996086697,0.38175791283825333,0.8883780403013711,0.779104916420536,100.58297249844424,103.47476138559566,100.58297249844424,103.47476138559566,98.16020764380166,93.98541894435725,100.74716934767851,104.73876143288594,0.3901136959096531,3,-0.041104372095330466,1336.0,1206.0,1327.7874999999997,1.0061851011551173,0.908277868258287,0,0.7,-5.766220453640529,143,267,65.69998302162219
122,Florida Atlantic,CUSA,19-14,105.56418314456161,112,101.3833793961867,152,0.6141320325622854,122,19,14,11,7,11-7,0.4169783691005895,0.30779716958889514,0.48900187178681076,0.4169783691005895,0.30779716958889514,0.48900187178681076,0.8843612208760607,0.9148856228840957,101.46055018222066,103.36107501005957,101.46055018222066,103.36107501005957,107.26085952256233,100.37625495456143,88.65658668027078,92.50765513471222,0.3801309843387304,2,-0.0877320889019364,1325.0,1228.0,1230.4750000000001,1.0768199272638614,0.9979885816452995,0,0.6111111111111112,-7.97894550524658,184,333,66.94017827508577
123,Western Kentucky,CUSA,19-13,105.95827565142547,101,101.9461927439136,168,0.6091885828838054,123,19,13,11,7,11-7,0.4631471665198982,0.4252905043433524,0.4779891820559778,0.4631471665198982,0.4252905043433524,0.4779891820559778,0.8584197118358345,0.8347680001338493,102.37730923221868,102.39087996662839,102.37730923221868,102.39087996662839,108.79996886924037,103.57261508451812,92.76832011035965,92.36299100219316,0.5125864917438794,2,-0.02757868024121768,1354.0,1272.0,1233.775,1.0974448339446008,1.0309821482847359,0,0.6111111111111112,-6.1951860425888325,150,235,68.50922812590393
124,Southern Illinois,MVC,16-15,101.67228322969517,190,97.84940099362748,90,0.6084351842379667,124,16,15,9,9,9-9,0.50643987002047,0.38633062113626143,0.5740444522831724,0.50643987002047,0.38633062113626143,0.5740444522831724,0.83558012633203,0.8701805217125073,102.77186349121413,101.77871447394286,102.77186349121413,101.77871447394286,102.74560404360432,97.71487895415287,88.43112007484926,89.64100319780883,0.4610112385292124,2,-0.057545957778929124,1141.0,1118.0,1121.1625000000001,1.017693688470672,0.9971792670553999,0,0.5,-7.321711830571461,172,292,62.012303925662145
125,Sam Houston St.,WAC,19-14,100.46263218761165,218,96.73845501119588,70,0.6069264071111187,125,19,14,13,5,13-5,0.44935804409576585,0.43883724772108884,0.44558340330540197,0.44935804409576585,0.43883724772108884,0.44558340330540197,0.8573960578472183,0.8150024341455341,101.24073941924037,101.73729317773639,101.24073941924037,101.73729317773639,101.71719858687048,96.78691772319888,101.16084539501746,103.49558955781306,0.43477431079408446,3,-0.04394782309888556,1199.0,1112.0,1178.5625,1.0173410404624277,0.9435222994113591,0,0.7222222222222222,-6.884277347315805,166,271,64.75679582928662
126,Abilene Christian,WAC,23-10,102.57922278817531,171,98.79908227875134,109,0.6063013871660061,126,23,10,11,7,11-7,0.4057668933738773,0.2931445869312788,0.42216579826584266,0.4057668933738773,0.2931445869312788,0.42216579826584266,0.8842527587203616,0.9052563890149947,100.07588747219785,102.3442252693827,100.07588747219785,102.3442252693827,102.61252282792195,100.8311359684484,109.97872999365688,95.85031140914286,0.8293802795076939,1,0.034655641682786786,1304.0,1246.0,1283.9625,1.0156059853772987,0.9704333265184925,0,0.6111111111111112,-3.9930384622297406,112,99,69.90522770522395
127,Wofford,SC,19-13,105.30397893083354,114,101.52666866657705,154,0.6035051446321799,127,19,13,10,8,10-8,0.47477764122908056,0.40851357420643536,0.5031874376449559,0.47477764122908056,0.40851357420643536,0.5031874376449559,0.8700493014372855,0.880140426666357,104.17819497670557,103.9645159481277,104.17819497670557,103.9645159481277,104.83279205606154,100.50334077971227,0,0,0,0,-0.006291079080246842,1261.0,1203.0,1169.6125,1.0781348523549465,1.028545779050754,0,0.5555555555555556,-6.321967376426729,154,190,64.06090319274539
128,Kent St.,MAC,23-10,101.93296417397008,184,98.31001302841953,98,0.6025686156148279,128,23,10,16,4,16-4,0.41185832080681534,0.4245636277952678,0.3941264945365772,0.41185832080681534,0.4245636277952678,0.3941264945365772,0.8936996618985962,0.8662439971968194,102.41218611820796,104.89687509310372,102.41218611820796,104.89687509310372,100.99490522598849,96.717054271935,94.0862937039115,92.38023413152865,0.5524172985918175,2,0.03362753920766681,1432.0,1310.0,1371.3874999999998,1.0441979382195041,0.9552369406896302,0,0.8,-4.374492597085595,118,101,65.51987729684242
129,North Carolina St.,ACC,11-21,108.76114200276882,67,104.91902134305465,235,0.6019509836301362,129,11,21,4,16,4-16,0.651503623944798,0.47635475010925227,0.7431853181212309,0.651503623944798,0.47635475010925227,0.7431853181212309,0.7525601045385707,0.8532260737098103,106.8552389676812,100.10987423741477,106.8552389676812,100.10987423741477,111.12087449752146,106.21757605954242,114.05258491017567,105.71361516133274,0.7054003233978109,9,-0.09630640032250781,1420.0,1531.0,1344.0249999999996,1.0565279663696734,1.1391157158535001,0,0.2,-9.723756254804917,226,340,66.96695501192683
130,Boston College,ACC,13-20,102.94809196809129,163,99.344057701234,118,0.601042573524741,130,13,20,6,14,6-14,0.6191366823374196,0.3877171364581682,0.7246809994221064,0.6191366823374196,0.3877171364581682,0.7246809994221064,0.7734299429990974,0.8920227583992592,105.1415976017267,100.01220127928283,105.1415976017267,100.01220127928283,102.13922228965598,99.82193918765051,102.8987540647833,100.68802878826516,0.5621184496326901,9,-0.06547724035552543,1325.0,1433.0,1346.9750000000001,0.9836856660294362,1.0638653278642884,0,0.3,-9.036733287398661,208,308,64.84980695195823
131,Texas St.,SB,21-7,105.14166456337388,118,101.7121385483818,159,0.5942017299325002,131,21,7,12,3,12-3,0.37782539719914626,0.3436028663422384,0.3979814959618475,0.37782539719914626,0.3436028663422384,0.3979814959618475,0.8796032328852378,0.8267045051317837,100.392758890601,103.1854086423943,100.392758890601,103.1854086423943,105.08607091845832,101.09282365205785,104.18235726662493,110.9732708828924,0.3260323372600019,3,0.07147039157881019,1015.0,938.0,958.3749999999999,1.0590843876353204,0.9787400547802271,0,0.8,-2.0990960618701067,79,45,63.53585000740256
132,Colgate,Pat,23-11,106.62839208938303,89,103.1879804677755,198,0.5931904973409944,132,23,11,16,2,16-2,0.32787393830864914,0.482458506072286,0.23369489019476727,0.32787393830864914,0.482458506072286,0.23369489019476727,0.9091695060587447,0.8242088691866365,98.94702646226158,106.14424361816741,98.94702646226158,106.14424361816741,105.4626334480342,102.00939723973907,112.27196900861001,104.46857902680544,0.6960240372552325,3,-0.04021155504334939,1364.0,1145.0,1206.3,1.1307303324214542,0.9491834535356047,0,0.8888888888888888,-6.149745607690105,148,264,67.06718507877288
133,Louisville,ACC,13-19,102.4526562004568,175,99.39796953345754,119,0.586155502005216,133,13,19,6,14,6-14,0.6729135478562738,0.5637091782428384,0.7289184217602908,0.6729135478562738,0.5637091782428384,0.7289184217602908,0.7518770370349253,0.8269438172466568,107.2664999532509,99.57089663434232,107.2664999532509,99.57089663434232,103.03581224625384,103.30125400932904,99.6296112437509,103.44437648172796,0.3936230396541102,8,0.0018303827763990754,1314.0,1461.0,1325.0875,0.9916326280339977,1.1025686982935088,0,0.3,-7.446515222737929,176,173,67.12550308843143
134,Akron,MAC,24-9,105.5820887203622,111,102.52515975177315,184,0.5836744615607975,134,24,9,14,6,14-6,0.37372225704943074,0.3330029971450153,0.3559423431433011,0.37372225704943074,0.3330029971450153,0.3559423431433011,0.9058329341322651,0.8992347782714214,100.66497088778648,104.79810623975602,100.66497088778648,104.79810623975602,105.26375409581271,104.38629126330409,111.05857548869163,95.82531276413715,0.8450908449397699,1,0.04461142483145297,1404.0,1295.0,1273.9,1.1021273255357562,1.0165633095219404,0,0.7,-4.005160296640412,113,79,61.93459689184747
135,UC Santa Barbara,BW,17-11,104.34717724907526,136,101.32900114454897,151,0.5835917686225475,135,17,11,9,6,9-6,0.35815701696485747,0.2818389812041406,0.3931237558299908,0.35815701696485747,0.2818389812041406,0.3931237558299908,0.8998767667303573,0.8801579175551066,99.1495060086943,104.14403556853789,99.1495060086943,104.14403556853789,104.79212060044605,100.65922241951937,101.55176209443627,109.89593330527248,0.28738879359804037,2,-0.08375669163908273,1079.0,984.0,1008.6875,1.0697069211227461,0.9755251254724581,0,0.6,-6.687092516533127,163,326,65.32988636147037
136,Delaware,CAA,22-12,106.48302924130434,91,103.40749322413093,202,0.5834723554564122,136,22,12,10,8,10-8,0.4496585825436026,0.4030322633312831,0.4595866762721512,0.4496585825436026,0.4030322633312831,0.4595866762721512,0.8825984720358875,0.8864515343338434,101.67710137308991,103.27846269344143,101.67710137308991,103.27846269344143,107.67848469988341,106.32053173926415,106.11060747149585,115.69239201387101,0.27008174427756565,1,0.03281295299966425,1334.0,1305.0,1227.6374999999998,1.086639989410555,1.0630173809451082,0,0.5555555555555556,-5.570139169820597,138,103,66.55443861869475
137,California,P12,12-20,100.43412464351374,219,97.55555690759772,82,0.582834458119699,137,12,20,5,15,5-15,0.6520495666699965,0.49696692230430667,0.7285525043563397,0.6520495666699965,0.49696692230430667,0.7285525043563397,0.7473172413157401,0.8551363759785108,105.92498840754413,98.93995463231217,105.92498840754413,98.93995463231217,101.78283396287188,98.21187818803355,107.10995455720574,103.84686466350473,0.5880217662922876,10,-0.047461006559203156,1228.0,1362.0,1289.4499999999998,0.952344022645314,1.0562642987320177,0,0.25,-8.525698507716564,194,278,63.98775978532433
138,Georgia St.,SB,18-10,100.96623154817834,200,98.0745834226492,94,0.5827725766192344,138,18,10,9,5,9-5,0.4231633299958769,0.3901036403416867,0.4342850485952621,0.4231633299958769,0.3901036403416867,0.4342850485952621,0.8901323171877804,0.8626213282727039,100.53386829511041,101.51645099619405,100.53386829511041,101.51645099619405,97.64813332558151,94.33869713516198,86.19251581900535,108.38400379069063,0.06694346396104743,1,0.011997568778370549,932.0,871.0,950.2874999999999,0.9807558238954002,0.9165647238335768,0,0.6428571428571429,-5.002927321778905,129,152,67.11200198282403
139,Seattle,WAC,23-9,98.98165923121732,241,96.30011658836003,63,0.5783120452283631,139,23,9,14,4,14-4,0.3856903637001248,0.3041859562925776,0.43229848996941034,0.3856903637001248,0.3041859562925776,0.43229848996941034,0.8924886757114567,0.9070033436352731,100.2014663008713,104.65107945857463,100.2014663008713,104.65107945857463,99.32009902900245,95.97121338453363,105.05852339456843,110.29127063067057,0.36378279821452775,1,0.050235461061488684,1327.0,1208.0,1315.1000000000001,1.0090487415405671,0.9185613261348946,0,0.7777777777777778,-3.5983346344402496,106,71,70.26363842219938
140,Ohio,MAC,24-9,102.95804531620622,162,100.1759003220051,130,0.5781126093310393,140,24,9,14,6,14-6,0.38875313887440116,0.39662166327609627,0.3763294051301185,0.38875313887440116,0.39662166327609627,0.3763294051301185,0.8854350790498832,0.8369873832124984,101.35849448017173,105.20886813670592,101.35849448017173,105.20886813670592,102.78059253746562,100.28403613943968,95.39788373811525,92.18291166537195,0.597302649939745,2,0.06313748654880602,1494.0,1357.0,1384.8124999999998,1.0788464142257528,0.9799160536173671,0,0.7,-3.325413275771641,100,57,67.2861476494312
141,College of Charleston,CAA,17-15,104.69414702610614,126,101.92644894501754,167,0.5764226752163508,141,17,15,8,10,8-10,0.49379943060360376,0.5342748240555317,0.4603540189240539,0.49379943060360376,0.5342748240555317,0.4603540189240539,0.8523059343383029,0.7989708863055714,102.81628797693676,103.01065376308499,102.81628797693676,103.01065376308499,103.98970698878126,103.70387601313213,106.9598734314985,99.94391408810029,0.685725947230269,2,-0.031589643576399706,1391.0,1368.0,1319.575,1.0541272758274445,1.0366974215182918,0,0.4444444444444444,-7.681389361130439,180,242,73.53819324246355
